id,league,year,year_id,Batting Average,On-Base Percentage,Slugging Percentage,Statistic,Statistic Value,TB,Team,Total At Bats,Total Caught Stealings,Total Doubles,Total Games,Total Hits,Total Home Runs,Total Runs,Total Runs Batted In,Total Stolen Bases,Total Strikeouts,Total Triples,Total Walks
1022,National League,1877,6,,,,On Base Percentage,.314,,Boston,,,,,,,,,,,,
1023,National League,1877,7,,,,Runs,419,,Boston,,,,,,,,,,,,
1024,National League,1877,8,,,,Slugging Average,.370,,Boston,,,,,,,,,,,,
1025,National League,1878,1,,,,Base on Balls,88,,Chicago,,,,,,,,,,,,
1026,National League,1878,2,,,,Batting Average,.290,,Chicago,,,,,,,,,,,,
1027,National League,1878,3,,,,Doubles,107,,Providence,,,,,,,,,,,,
1028,National League,1878,4,,,,Hits,677,,Chicago,,,,,,,,,,,,
1029,National League,1878,5,,,,Home Runs,8,,Providence,,,,,,,,,,,,
1030,National League,1878,6,,,,On Base Percentage,.316,,Chicago,,,,,,,,,,,,
1031,National League,1878,7,,,,Runs,371,,Chicago,,,,,,,,,,,,
1032,National League,1878,8,,,,Slugging Average,.350,,Chicago,,,,,,,,,,,,
1033,National League,1879,1,,,,Base on Balls,91,,Providence,,,,,,,,,,,,
1034,National League,1879,2,,,,Batting Average,.296,,Providence,,,,,,,,,,,,
1035,National League,1879,3,,,,Doubles,167,,Chicago,,,,,,,,,,,,
1036,National League,1879,4,,,,Hits,"1,003",,Providence,,,,,,,,,,,,
1037,National League,1879,5,,,,Home Runs,20,,Boston,,,,,,,,,,,,
1038,National League,1879,6,,,,On Base Percentage,.314,,Providence,,,,,,,,,,,,
1039,National League,1879,7,,,,Runs,612,,Providence,,,,,,,,,,,,
1040,National League,1879,8,,,,Slugging Average,.381,,Providence,,,,,,,,,,,,
1041,National League,1880,1,,,,Base on Balls,120,,Troy,,,,,,,,,,,,
1042,National League,1880,2,,,,Batting Average,.279,,Chicago,,,,,,,,,,,,
1043,National League,1880,3,,,,Doubles,164,,Chicago,,,,,,,,,,,,
1044,National League,1880,4,,,,Hits,876,,Chicago,,,,,,,,,,,,
1045,National League,1880,5,,,,Home Runs,20,,Boston,,,,,,,,,,,,
1046,National League,1880,6,,,,On Base Percentage,.303,,Chicago,,,,,,,,,,,,
1047,National League,1880,7,,,,Runs,538,,Chicago,,,,,,,,,,,,
1048,National League,1880,8,,,,Slugging Average,.360,,Chicago,,,,,,,,,,,,
1049,National League,1880,9,,,,Triples,52,,Cleveland,,,,,,,,,,,,
1050,National League,1881,1,,,,Base on Balls,146,,Providence,,,,,,,,,,,,
1051,National League,1881,2,,,,Batting Average,.295,,Chicago,,,,,,,,,,,,
1052,National League,1881,3,,,,Doubles,157,,Buffalo,,,,,,,,,,,,
1053,National League,1881,4,,,,Doubles,157,,Chicago,,,,,,,,,,,,
1054,National League,1881,5,,,,Hits,918,,Chicago,,,,,,,,,,,,
1055,National League,1881,6,,,,Home Runs,17,,Detroit,,,,,,,,,,,,
1056,National League,1881,7,,,,On Base Percentage,.325,,Chicago,,,,,,,,,,,,
1057,National League,1881,8,,,,Runs,550,,Chicago,,,,,,,,,,,,
1058,National League,1881,9,,,,Slugging Average,.380,,Chicago,,,,,,,,,,,,
1059,National League,1882,1,,,,Base on Balls,142,,Chicago,,,,,,,,,,,,
1060,National League,1882,2,,,,Batting Average,.277,,Chicago,,,,,,,,,,,,
1061,National League,1882,3,,,,Doubles,209,,Chicago,,,,,,,,,,,,
1062,National League,1882,4,,,,Hits,892,,Chicago,,,,,,,,,,,,
1063,National League,1882,5,,,,Home Runs,20,,Cleveland,,,,,,,,,,,,
1064,National League,1882,6,,,,On Base Percentage,.307,,Chicago,,,,,,,,,,,,
1065,National League,1882,7,,,,Runs,604,,Chicago,,,,,,,,,,,,
1066,National League,1882,8,,,,Slugging Average,.389,,Chicago,,,,,,,,,,,,
1067,National League,1883,1,,,,Base on Balls,166,,Detroit,,,,,,,,,,,,
1068,National League,1883,2,,,,Batting Average,.284,,Buffalo,,,,,,,,,,,,
1069,National League,1883,3,,,,Doubles,277,,Chicago,,,,,,,,,,,,
1070,National League,1883,4,,,,Hits,"1,058",,Buffalo,,,,,,,,,,,,
1071,National League,1883,5,,,,Home Runs,34,,Boston,,,,,,,,,,,,
1072,National League,1883,6,,,,On Base Percentage,.311,,Buffalo,,,,,,,,,,,,
1073,National League,1883,7,,,,Runs,679,,Chicago,,,,,,,,,,,,
1074,National League,1883,8,,,,Slugging Average,.408,,Boston,,,,,,,,,,,,
1075,National League,1884,1,,,,Base on Balls,300,,Providence,,,,,,,,,,,,
1076,National League,1884,2,,,,Batting Average,.281,,Chicago,,,,,,,,,,,,
1077,National League,1884,3,,,,Doubles,179,,Boston,,,,,,,,,,,,
1078,National League,1884,4,,,,Hits,"1,176",,Chicago,,,,,,,,,,,,
1079,National League,1884,5,,,,Home Runs,142,,Chicago,,,,,,,,,,,,
1080,National League,1884,6,,,,On Base Percentage,.324,,Chicago,,,,,,,,,,,,
1081,National League,1884,7,,,,Runs,834,,Chicago,,,,,,,,,,,,
1082,National League,1884,8,,,,Slugging Average,.446,,Chicago,,,,,,,,,,,,
1083,National League,1885,1,,,,Base on Balls,340,,Chicago,,,,,,,,,,,,
1084,National League,1885,2,,,,Batting Average,.269,,New York,,,,,,,,,,,,
1085,National League,1885,3,,,,Doubles,184,,Chicago,,,,,,,,,,,,
1086,National League,1885,4,,,,Hits,"1,085",,New York,,,,,,,,,,,,
1087,National League,1885,5,,,,Home Runs,54,,Chicago,,,,,,,,,,,,
1088,National League,1885,6,,,,On Base Percentage,.320,,Chicago,,,,,,,,,,,,
1089,National League,1885,7,,,,Runs,834,,Chicago,,,,,,,,,,,,
1090,National League,1885,8,,,,Slugging Average,.385,,Chicago,,,,,,,,,,,,
1091,National League,1886,1,,,,Base on Balls,460,,Chicago,,,,,,,,,,,,
1092,National League,1886,2,,,,Batting Average,.280,,Detroit,,,,,,,,,,,,
1093,National League,1886,3,,,,Doubles,198,,Chicago,,,,,,,,,,,,
1094,National League,1886,4,,,,Hits,"1,260",,Detroit,,,,,,,,,,,,
1095,National League,1886,5,,,,Home Runs,53,,Chicago,,,,,,,,,,,,
1096,National League,1886,6,,,,Home Runs,53,,Detroit,,,,,,,,,,,,
1097,National League,1886,7,,,,On Base Percentage,.348,,Chicago,,,,,,,,,,,,
1098,National League,1886,8,,,,Runs,900,,Chicago,,,,,,,,,,,,
1099,National League,1887,1,,,,Base on Balls,407,,Chicago,,,,,,,,,,,,
1100,National League,1887,2,,,,Batting Average,.299,,Detroit,,,,,,,,,,,,
1101,National League,1887,3,,,,Doubles,213,,Detroit,,,,,,,,,,,,
1102,National League,1887,4,,,,Doubles,213,,Philadelphia,,,,,,,,,,,,
1103,National League,1887,5,,,,Hits,"1,404",,Detroit,,,,,,,,,,,,
1104,National League,1887,6,,,,Home Runs,80,,Chicago,,,,,,,,,,,,
1105,National League,1887,7,,,,On Base Percentage,.353,,Detroit,,,,,,,,,,,,
1106,National League,1887,8,,,,Runs,969,,Detroit,,,,,,,,,,,,
1107,National League,1888,1,,,,Base on Balls,307,,Detroit,,,,,,,,,,,,
1108,National League,1888,2,,,,Batting Average,.263,,Detroit,,,,,,,,,,,,
1109,National League,1888,3,,,,Doubles,180,,Indianapolis,,,,,,,,,,,,
1110,National League,1888,4,,,,Hits,"1,275",,Detroit,,,,,,,,,,,,
1111,National League,1888,5,,,,Home Runs,77,,Chicago,,,,,,,,,,,,
1112,National League,1888,6,,,,On Base Percentage,.313,,Detroit,,,,,,,,,,,,
1113,National League,1888,7,,,,Runs,734,,Chicago,,,,,,,,,,,,
1114,National League,1889,1,,,,Base on Balls,538,,New York,,,,,,,,,,,,
1115,National League,1889,2,,,,Batting Average,.282,,New York,,,,,,,,,,,,
1116,National League,1889,3,,,,Doubles,228,,Indianapolis,,,,,,,,,,,,
1117,National League,1889,4,,,,Hits,"1,356",,Indianapolis,,,,,,,,,,,,
1118,National League,1889,5,,,,Home Runs,79,,Chicago,,,,,,,,,,,,
1119,National League,1889,6,,,,On Base Percentage,.360,,New York,,,,,,,,,,,,
1120,National League,1889,7,,,,Runs,935,,New York,,,,,,,,,,,,
1121,National League,1889,8,,,,Slugging Average,.393,,New York,,,,,,,,,,,,
1122,National League,1890,1,,,,Base on Balls,530,,Boston,,,,,,,,,,,,
1123,National League,1890,2,,,,Batting Average,.269,,Philadelphia,,,,,,,,,,,,
1124,National League,1890,3,,,,Doubles,220,,Philadelphia,,,,,,,,,,,,
1125,National League,1890,4,,,,Hits,"1,271",,Chicago,,,,,,,,,,,,
1126,National League,1890,5,,,,Home Runs,67,,Chicago,,,,,,,,,,,,
1127,National League,1890,6,,,,On Base Percentage,.350,,Philadelphia,,,,,,,,,,,,
1128,National League,1890,7,,,,Runs,884,,Brooklyn,,,,,,,,,,,,
1129,National League,1890,8,,,,Slugging Average,.369,,Brooklyn,,,,,,,,,,,,
1130,National League,1891,1,,,,Base on Balls,533,,Boston,,,,,,,,,,,,
1131,National League,1891,2,,,,Batting Average,.263,,New York,,,,,,,,,,,,
1132,National League,1891,3,,,,Doubles,200,,Brooklyn,,,,,,,,,,,,
1133,National League,1891,4,,,,Hits,"1,295",,Cleveland,,,,,,,,,,,,
1134,National League,1891,5,,,,Home Runs,60,,Chicago,,,,,,,,,,,,
1135,National League,1891,6,,,,On Base Percentage,.337,,Boston,,,,,,,,,,,,
1136,National League,1891,7,,,,Runs,847,,Boston,,,,,,,,,,,,
1137,National League,1891,8,,,,Slugging Average,.360,,New York,,,,,,,,,,,,
1138,National League,1891,9,,,,Stolen Bases,337,,Brooklyn,,,,,,,,,,,,
1139,National League,1892,1,,,,Base on Balls,629,,Brooklyn,,,,,,,,,,,,
1140,National League,1892,2,,,,Batting Average,.262,,Brooklyn,,,,,,,,,,,,
1141,National League,1892,3,,,,Doubles,225,,Philadelphia,,,,,,,,,,,,
1142,National League,1892,4,,,,Hits,"1,439",,Brooklyn,,,,,,,,,,,,
1143,National League,1892,5,,,,Home Runs,50,,Philadelphia,,,,,,,,,,,,
1144,National League,1892,6,,,,On Base Percentage,.344,,Brooklyn,,,,,,,,,,,,
1145,National League,1892,7,,,,Runs,935,,Brooklyn,,,,,,,,,,,,
1146,National League,1892,8,,,,Slugging Average,.367,,Philadelphia,,,,,,,,,,,,
1147,National League,1892,9,,,,Stolen Bases,409,,Brooklyn,,,,,,,,,,,,
1148,National League,1893,1,,,,Base on Balls,561,,Boston,,,,,,,,,,,,
1149,National League,1893,2,,,,Batting Average,.301,,Philadelphia,,,,,,,,,,,,
1150,National League,1893,3,,,,Doubles,246,,Philadelphia,,,,,,,,,,,,
1151,National League,1893,4,,,,Hits,"1,553",,Philadelphia,,,,,,,,,,,,
1152,National League,1893,5,,,,Home Runs,80,,Philadelphia,,,,,,,,,,,,
1153,National League,1893,6,,,,On Base Percentage,.377,,Pittsburgh,,,,,,,,,,,,
1154,National League,1893,7,,,,Runs,"1,011",,Philadelphia,,,,,,,,,,,,
1155,National League,1893,8,,,,Slugging Average,.431,,Philadelphia,,,,,,,,,,,,
1156,National League,1893,9,,,,Stolen Bases,299,,New York,,,,,,,,,,,,
1157,National League,1894,1,,,,Base on Balls,617,,Washington,,,,,,,,,,,,
1158,National League,1894,2,,,,Batting Average,.349,,Philadelphia,,,,,,,,,,,,
1159,National League,1894,3,,,,Doubles,272,,Boston,,,,,,,,,,,,
1160,National League,1894,4,,,,Hits,"1,732",,Philadelphia,,,,,,,,,,,,
1161,National League,1894,5,,,,Home Runs,103,,Boston,,,,,,,,,,,,
1162,National League,1894,6,,,,On Base Percentage,.418,,Baltimore,,,,,,,,,,,,
1163,National League,1894,7,,,,Runs,"1,220",,Boston,,,,,,,,,,,,
1164,National League,1894,8,,,,Slugging Average,.484,,Boston,,,,,,,,,,,,
1165,National League,1894,9,,,,Stolen Bases,327,,Chicago,,,,,,,,,,,,
1166,National League,1895,1,,,,Base on Balls,518,,Washington,,,,,,,,,,,,
1167,National League,1895,2,,,,Batting Average,.330,,Philadelphia,,,,,,,,,,,,
1168,National League,1895,3,,,,Doubles,272,,Philadelphia,,,,,,,,,,,,
1169,National League,1895,4,,,,Hits,"1,664",,Philadelphia,,,,,,,,,,,,
1170,National League,1895,5,,,,Home Runs,61,,Philadelphia,,,,,,,,,,,,
1171,National League,1895,6,,,,On Base Percentage,.394,,Philadelphia,,,,,,,,,,,,
1172,National League,1895,7,,,,Runs,"1,068",,Philadelphia,,,,,,,,,,,,
1173,National League,1895,8,,,,Slugging Average,.450,,Philadelphia,,,,,,,,,,,,
1174,National League,1895,9,,,,Stolen Bases,326,,Cincinnati,,,,,,,,,,,,
1175,National League,1896,1,,,,Base on Balls,516,,Washington,,,,,,,,,,,,
1176,National League,1896,2,,,,Batting Average,.328,,Baltimore,,,,,,,,,,,,
1177,National League,1896,3,,,,Doubles,234,,Philadelphia,,,,,,,,,,,,
1178,National League,1896,4,,,,Hits,"1,548",,Baltimore,,,,,,,,,,,,
1179,National League,1896,5,,,,Home Runs,49,,Philadelphia,,,,,,,,,,,,
1180,National League,1896,6,,,,On Base Percentage,.393,,Baltimore,,,,,,,,,,,,
1181,National League,1896,7,,,,Runs,995,,Baltimore,,,,,,,,,,,,
1182,National League,1896,8,,,,Slugging Average,.429,,Baltimore,,,,,,,,,,,,
1183,National League,1896,9,,,,Stolen Bases,441,,Baltimore,,,,,,,,,,,,
1184,National League,1897,1,,,,Base on Balls,437,,Baltimore,,,,,,,,,,,,
1185,National League,1897,2,,,,Batting Average,.325,,Baltimore,,,,,,,,,,,,
1186,National League,1897,3,,,,Doubles,243,,Baltimore,,,,,,,,,,,,
1187,National League,1897,4,,,,Hits,"1,584",,Baltimore,,,,,,,,,,,,
1188,National League,1897,5,,,,Home Runs,45,,Boston,,,,,,,,,,,,
1189,National League,1897,6,,,,On Base Percentage,.394,,Baltimore,,,,,,,,,,,,
1190,National League,1897,7,,,,Runs,"1,025",,Boston,,,,,,,,,,,,
1191,National League,1897,8,,,,Slugging Average,.426,,Boston,,,,,,,,,,,,
1192,National League,1897,9,,,,Stolen Bases,401,,Baltimore,,,,,,,,,,,,
1193,National League,1898,1,,,,Base on Balls,545,,Cleveland,,,,,,,,,,,,
1194,National League,1898,2,,,,Batting Average,.302,,Baltimore,,,,,,,,,,,,
1195,National League,1898,3,,,,Doubles,238,,Philadelphia,,,,,,,,,,,,
1196,National League,1898,4,,,,Hits,"1,584",,Baltimore,,,,,,,,,,,,
1197,National League,1898,5,,,,Home Runs,53,,Boston,,,,,,,,,,,,
1198,National League,1898,6,,,,On Base Percentage,.382,,Baltimore,,,,,,,,,,,,
1199,National League,1898,7,,,,Runs,933,,Baltimore,,,,,,,,,,,,
1200,National League,1898,8,,,,Slugging Average,.377,,Boston,,,,,,,,,,,,
1201,National League,1898,9,,,,Stolen Bases,250,,Baltimore,,,,,,,,,,,,
1202,National League,1899,1,,,,Base on Balls,485,,Cincinnati,,,,,,,,,,,,
1203,National League,1899,2,,,,Batting Average,.301,,Philadelphia,,,,,,,,,,,,
1204,National League,1899,3,,,,Doubles,241,,Philadelphia,,,,,,,,,,,,
1205,National League,1899,4,,,,Hits,"1,613",,Philadelphia,,,,,,,,,,,,
1206,National League,1899,5,,,,Home Runs,47,,St. Louis,,,,,,,,,,,,
1207,National League,1899,6,,,,On Base Percentage,.368,,Brooklyn,,,,,,,,,,,,
1208,National League,1899,7,,,,Runs,916,,Philadelphia,,,,,,,,,,,,
1209,National League,1899,8,,,,Slugging Average,.395,,Philadelphia,,,,,,,,,,,,
1210,National League,1899,9,,,,Stolen Bases,364,,Baltimore,,,,,,,,,,,,
1211,National League,1900,1,,,,Base on Balls,440,,Philadelphia,,,,,,,,,,,,
1212,National League,1900,2,,,,Batting Average,.293,,Brooklyn,,,,,,,,,,,,
1213,National League,1900,3,,,,Doubles,202,,Chicago,,,,,,,,,,,,
1214,National League,1900,4,,,,Hits,"1,439",,Philadelphia,,,,,,,,,,,,
1215,National League,1900,5,,,,Home Runs,48,,Boston,,,,,,,,,,,,
1216,National League,1900,6,,,,On Base Percentage,.359,,Brooklyn,,,,,,,,,,,,
1217,National League,1900,7,,,,Runs,816,,Brooklyn,,,,,,,,,,,,
1218,National League,1900,8,,,,Slugging Average,.383,,Brooklyn,,,,,,,,,,,,
1219,National League,1900,9,,,,Stolen Bases,274,,Brooklyn,,,,,,,,,,,,
1220,National League,1901,1,,,,Base on Balls,430,,Philadelphia,,,,,,,,,,,,
1221,National League,1901,2,,,,Batting Average,.287,,Brooklyn,,,,,,,,,,,,
1222,National League,1901,3,,,,Doubles,206,,Brooklyn,,,,,,,,,,,,
1223,National League,1901,4,,,,Hits,"1,430",,St. Louis,,,,,,,,,,,,
1224,National League,1901,5,,,,Home Runs,39,,St. Louis,,,,,,,,,,,,
1225,National League,1901,6,,,,On Base Percentage,.345,,Pittsburgh,,,,,,,,,,,,
1226,National League,1901,7,,,,Runs,792,,St. Louis,,,,,,,,,,,,
1227,National League,1901,8,,,,Slugging Average,.387,,Brooklyn,,,,,,,,,,,,
1228,National League,1901,9,,,,Stolen Bases,204,,Chicago,,,,,,,,,,,,
1229,National League,1902,1,,,,Base on Balls,398,,Boston,,,,,,,,,,,,
1230,National League,1902,2,,,,Batting Average,.286,,Pittsburgh,,,,,,,,,,,,
1231,National League,1902,3,,,,Doubles,189,,Pittsburgh,,,,,,,,,,,,
1232,National League,1902,4,,,,Hits,"1,410",,Pittsburgh,,,,,,,,,,,,
1233,National League,1902,5,,,,Home Runs,19,,Brooklyn,,,,,,,,,,,,
1234,National League,1902,6,,,,On Base Percentage,.344,,Pittsburgh,,,,,,,,,,,,
1235,National League,1902,7,,,,Runs,775,,Pittsburgh,,,,,,,,,,,,
1236,National League,1902,8,,,,Slugging Average,.374,,Pittsburgh,,,,,,,,,,,,
1237,National League,1902,9,,,,Stolen Bases,222,,Chicago,,,,,,,,,,,,
1238,National League,1902,10,,,,Stolen Bases,222,,Pittsburgh,,,,,,,,,,,,
1239,National League,1903,1,,,,Base on Balls,522,,Brooklyn,,,,,,,,,,,,
1240,National League,1903,2,,,,Batting Average,.288,,Cincinnati,,,,,,,,,,,,
1241,National League,1903,3,,,,Doubles,228,,Cincinnati,,,,,,,,,,,,
1242,National League,1903,4,,,,Hits,"1,429",,Pittsburgh,,,,,,,,,,,,
1243,National League,1903,5,,,,Home Runs,34,,Pittsburgh,,,,,,,,,,,,
1244,National League,1903,6,,,,On Base Percentage,.348,,Brooklyn,,,,,,,,,,,,
1245,National League,1903,7,,,,Runs,793,,Pittsburgh,,,,,,,,,,,,
1246,National League,1903,8,,,,Slugging Average,.393,,Pittsburgh,,,,,,,,,,,,
1247,National League,1903,9,,,,Stolen Bases,273,,Brooklyn,,,,,,,,,,,,
1248,National League,1904,1,,,,Base on Balls,434,,New York,,,,,,,,,,,,
1249,National League,1904,2,,,,Batting Average,.262,,New York,,,,,,,,,,,,
1250,National League,1904,3,,,,Doubles,202,,New York,,,,,,,,,,,,
1251,National League,1904,4,,,,Hits,"1,347",,New York,,,,,,,,,,,,
1252,National League,1904,5,,,,Home Runs,31,,New York,,,,,,,,,,,,
1253,National League,1904,6,,,,On Base Percentage,.328,,New York,,,,,,,,,,,,
1254,National League,1904,7,,,,Runs,744,,New York,,,,,,,,,,,,
1255,National League,1904,8,,,,Slugging Average,.344,,New York,,,,,,,,,,,,
1256,National League,1904,9,,,,Stolen Bases,283,,New York,,,,,,,,,,,,
1257,National League,1905,1,,,,Base on Balls,517,,New York,,,,,,,,,,,,
1258,National League,1905,2,,,,Batting Average,.273,,New York,,,,,,,,,,,,
1259,National League,1905,3,,,,Doubles,191,,New York,,,,,,,,,,,,
1260,National League,1905,4,,,,Hits,"1,401",,Cincinnati,,,,,,,,,,,,
1261,National League,1905,5,,,,Home Runs,39,,New York,,,,,,,,,,,,
1262,National League,1905,6,,,,On Base Percentage,.351,,New York,,,,,,,,,,,,
1263,National League,1905,7,,,,Runs,780,,New York,,,,,,,,,,,,
1264,National League,1905,8,,,,Slugging Average,.368,,New York,,,,,,,,,,,,
1265,National League,1906,1,,,,Base on Balls,563,,New York,,,,,,,,,,,,
1266,National League,1906,2,,,,Batting Average,.262,,Chicago,,,,,,,,,,,,
1267,National League,1906,3,,,,Doubles,197,,Philadelphia,,,,,,,,,,,,
1268,National League,1906,4,,,,Hits,"1,316",,Chicago,,,,,,,,,,,,
1269,National League,1906,5,,,,Home Runs,25,,Brooklyn,,,,,,,,,,,,
1270,National League,1906,6,,,,On Base Percentage,.343,,New York,,,,,,,,,,,,
1271,National League,1906,7,,,,Runs,705,,Chicago,,,,,,,,,,,,
1272,National League,1906,8,,,,Slugging Average,.339,,Chicago,,,,,,,,,,,,
1273,National League,1906,9,,,,Stolen Bases,288,,New York,,,,,,,,,,,,
1274,National League,1906,10,,,,Triples,71,,Chicago,,,,,,,,,,,,
1275,National League,1907,1,,,,Base on Balls,516,,New York,,,,,,,,,,,,
1276,National League,1907,2,,,,Batting Average,.254,,Pittsburgh,,,,,,,,,,,,
1277,National League,1907,3,,,,Doubles,162,,Chicago,,,,,,,,,,,,
1278,National League,1907,4,,,,Doubles,162,,Philadelphia,,,,,,,,,,,,
1279,National League,1907,5,,,,Hits,"1,261",,Pittsburgh,,,,,,,,,,,,
1280,National League,1907,6,,,,Home Runs,23,,New York,,,,,,,,,,,,
1281,National League,1907,7,,,,On Base Percentage,.331,,New York,,,,,,,,,,,,
1282,National League,1907,8,,,,Runs,634,,Pittsburgh,,,,,,,,,,,,
1283,National League,1907,9,,,,Slugging Average,.324,,Pittsburgh,,,,,,,,,,,,
1284,National League,1907,10,,,,Stolen Bases,264,,Pittsburgh,,,,,,,,,,,,
1285,National League,1908,1,,,,Base on Balls,494,,New York,,,,,,,,,,,,
1286,National League,1908,2,,,,Batting Average,.267,,New York,,,,,,,,,,,,
1287,National League,1908,3,,,,Doubles,196,,Chicago,,,,,,,,,,,,
1288,National League,1908,4,,,,Hits,"1,339",,New York,,,,,,,,,,,,
1289,National League,1908,5,,,,Home Runs,28,,Brooklyn,,,,,,,,,,,,
1290,National League,1908,6,,,,On Base Percentage,.342,,New York,,,,,,,,,,,,
1291,National League,1908,7,,,,Runs,652,,New York,,,,,,,,,,,,
1292,National League,1908,8,,,,Slugging Average,.333,,New York,,,,,,,,,,,,
1293,National League,1908,9,,,,Stolen Bases,212,,Chicago,,,,,,,,,,,,
1294,National League,1909,1,,,,Base on Balls,568,,St. Louis,,,,,,,,,,,,
1295,National League,1909,2,,,,Batting Average,.260,,Pittsburgh,,,,,,,,,,,,
1296,National League,1909,3,,,,Doubles,218,,Pittsburgh,,,,,,,,,,,,
1297,National League,1909,4,,,,Hits,"1,332",,Pittsburgh,,,,,,,,,,,,
1298,National League,1909,5,,,,Home Runs,26,,New York,,,,,,,,,,,,
1299,National League,1909,6,,,,On Base Percentage,.329,,New York,,,,,,,,,,,,
1300,National League,1909,7,,,,Runs,699,,Pittsburgh,,,,,,,,,,,,
1301,National League,1909,8,,,,Slugging Average,.353,,Pittsburgh,,,,,,,,,,,,
1302,National League,1909,9,,,,Stolen Bases,280,,Cincinnati,,,,,,,,,,,,
1303,National League,1910,1,,,,Base on Balls,655,,St. Louis,,,,,,,,,,,,
1304,National League,1910,2,,,,Batting Average,.275,,New York,,,,,,,,,,,,
1305,National League,1910,3,,,,Doubles,223,,Philadelphia,,,,,,,,,,,,
1306,National League,1910,4,,,,Hits,"1,391",,New York,,,,,,,,,,,,
1307,National League,1910,5,,,,Home Runs,34,,Chicago,,,,,,,,,,,,
1308,National League,1910,6,,,,On Base Percentage,.354,,New York,,,,,,,,,,,,
1309,National League,1910,7,,,,Runs,715,,New York,,,,,,,,,,,,
1310,National League,1910,8,,,,Slugging Average,.366,,Chicago,,,,,,,,,,,,
1311,National League,1910,9,,,,Slugging Average,.366,,New York,,,,,,,,,,,,
1312,National League,1910,10,,,,Stolen Bases,310,,Cincinnati,,,,,,,,,,,,
1313,National League,1911,1,,,,Base on Balls,592,,St. Louis,,,,,,,,,,,,
1314,National League,1911,2,,,,Batting Average,.279,,New York,,,,,,,,,,,,
1315,National League,1911,3,,,,Doubles,249,,Boston,,,,,,,,,,,,
1316,National League,1911,4,,,,Hits,"1,417",,Boston,,,,,,,,,,,,
1317,National League,1911,5,,,,Home Runs,60,,Philadelphia,,,,,,,,,,,,
1318,National League,1911,6,,,,On Base Percentage,.358,,New York,,,,,,,,,,,,
1319,National League,1911,7,,,,Runs,757,,Chicago,,,,,,,,,,,,
1320,National League,1911,8,,,,Slugging Average,.390,,New York,,,,,,,,,,,,
1321,National League,1911,9,,,,Stolen Bases,347,,New York,,,,,,,,,,,,
1322,National League,1912,1,,,,Base on Balls,560,,Chicago,,,,,,,,,,,,
1323,National League,1912,2,,,,Batting Average,.286,,New York,,,,,,,,,,,,
1324,National League,1912,3,,,,Doubles,245,,Chicago,,,,,,,,,,,,
1325,National League,1912,4,,,,Hits,"1,493",,Pittsburgh,,,,,,,,,,,,
1326,National League,1912,5,,,,Home Runs,47,,New York,,,,,,,,,,,,
1327,National League,1912,6,,,,On Base Percentage,.360,,New York,,,,,,,,,,,,
1328,National League,1912,7,,,,Runs,823,,New York,,,,,,,,,,,,
1329,National League,1912,8,,,,Slugging Average,.398,,Pittsburgh,,,,,,,,,,,,
1330,National League,1912,9,,,,Stolen Bases,319,,New York,,,,,,,,,,,,
1331,National League,1913,1,,,,Base on Balls,554,,Chicago,,,,,,,,,,,,
1332,National League,1913,2,,,,Batting Average,.273,,New York,,,,,,,,,,,,
1333,National League,1913,3,,,,Doubles,257,,Philadelphia,,,,,,,,,,,,
1334,National League,1913,4,,,,Hits,"1,433",,Philadelphia,,,,,,,,,,,,
1335,National League,1913,5,,,,Home Runs,73,,Philadelphia,,,,,,,,,,,,
1336,National League,1913,6,,,,On Base Percentage,.338,,New York,,,,,,,,,,,,
1337,National League,1913,7,,,,Runs,720,,Chicago,,,,,,,,,,,,
1338,National League,1913,8,,,,Slugging Average,.382,,Philadelphia,,,,,,,,,,,,
1339,National League,1913,9,,,,Stolen Bases,296,,New York,,,,,,,,,,,,
1340,National League,1913,10,,,,Triples,96,,Chicago,,,,,,,,,,,,
1341,National League,1914,1,,,,Base on Balls,502,,Boston,,,,,,,,,,,,
1342,National League,1914,2,,,,Batting Average,.269,,Brooklyn,,,,,,,,,,,,
1343,National League,1914,3,,,,Doubles,222,,New York,,,,,,,,,,,,
1344,National League,1914,4,,,,Hits,"1,386",,Brooklyn,,,,,,,,,,,,
1345,National League,1914,5,,,,Home Runs,62,,Philadelphia,,,,,,,,,,,,
1346,National League,1914,6,,,,On Base Percentage,.330,,New York,,,,,,,,,,,,
1347,National League,1914,7,,,,Runs,672,,New York,,,,,,,,,,,,
1348,National League,1914,8,,,,Slugging Average,.361,,Philadelphia,,,,,,,,,,,,
1349,National League,1914,9,,,,Stolen Bases,239,,New York,,,,,,,,,,,,
1350,National League,1915,1,,,,Base on Balls,549,,Boston,,,,,,,,,,,,
1351,National League,1915,2,,,,Batting Average,.254,,St. Louis,,,,,,,,,,,,
1352,National League,1915,3,,,,Doubles,231,,Boston,,,,,,,,,,,,
1353,National League,1915,4,,,,Hits,"1,323",,Cincinnati,,,,,,,,,,,,
1354,National League,1915,5,,,,Home Runs,58,,Philadelphia,,,,,,,,,,,,
1355,National League,1915,6,,,,On Base Percentage,.321,,Boston,,,,,,,,,,,,
1356,National League,1915,7,,,,Runs,590,,St. Louis,,,,,,,,,,,,
1357,National League,1915,8,,,,Slugging Average,.342,,Chicago,,,,,,,,,,,,
1358,National League,1915,9,,,,Stolen Bases,182,,Pittsburgh,,,,,,,,,,,,
